Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2104,115,383.015,2,13.16,1,5.2,1,6.48,3,42.4,1,1.92,1,5,2,7.925,2,5.99,3,16.92,4,25.14,1,13.75,0,0,1,12,3,26.61,0,0,2,12.87,1,10.8,1,10.23,1,15.84,145,615.25
2105,56,181.639,0,0,0,0,0,0,0,0,2,10.4,2,6.685,0,0,0,0,0,0,1,7.035,1,12,0,0,2,7.14,0,0,0,0,1,6.27,1,6.49,0,0,0,0,66,237.659
2106,202,567.778,2,15.36,0,0,1,3.42,2,20.17,1,7.02,1,3.78,2,11.78,1,4.62,6,33.984,3,21.135,0,0,2,10.44,0,0,2,15.75,3,16.59,1,5.36,1,2.1,2,15.03,0,0,232,754.317
2107,416,"1,261.89",3,12.87,2,7.2,6,42.84,5,22.395,4,12.27,4,23.302,3,7.69,3,110.24,4,15.98,5,29.24,2,10.175,6,39.585,4,22.2,6,39.075,5,34.09,4,29.56,7,58.945,3,21.47,3,20.735,495,"1,821.75"
2108,64,216.815,0,0,0,0,0,0,1,5.83,3,11.285,0,0,0,0,0,0,3,10.395,1,15.96,1,5.225,0,0,0,0,0,0,3,14.85,1,5.7,1,6.03,0,0,0,0,78,292.09
2109,1,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.12
2110,201,663.995,1,4,4,23.62,3,12.12,5,25.43,5,22.208,5,26.75,2,11.82,5,38.99,2,7.845,2,9.9,6,36.005,4,27.98,4,26.62,2,17.4,2,10.785,3,16.94,2,16.78,0,0,3,30.56,261,"1,029.75"
2111,321,971.3,2,9.52,0,0,0,0,2,19.48,5,20.64,2,10.4,6,33.6,6,38.43,6,37.08,5,18.88,3,18.38,7,49.1,4,33.69,0,0,6,119.415,4,23.197,4,22.23,7,103.678,2,7.4,392,"1,536.42"
2112,684,"1,900.44",3,13.41,6,35.7,7,26.04,2,11.3,4,30.681,5,31.16,7,42.677,7,38.66,3,21.57,8,35.86,6,63.44,2,10.9,9,57.84,6,34.902,7,52.36,7,29.1,18,102.175,4,29.2,2,12.6,797,"2,580.02"
2113,466,"1,798.49",3,11.47,3,12.315,4,19.59,5,30.59,5,28.082,3,75.015,3,12.792,9,135.47,5,25.725,6,114.17,3,21.62,8,71.372,4,22.145,5,23.357,5,28.395,5,39.81,9,48.37,4,22.08,3,18.825,558,"2,559.68"
2114,519,"1,492.96",3,12.275,5,21.13,4,44.06,3,17.38,7,32.74,3,15.69,1,5.4,9,49.64,2,8.405,8,38.36,2,11.04,7,30.99,3,13.69,1,1.59,2,11.75,3,41.825,2,12.965,4,28.82,0,0,588,"1,890.71"
2115,295,879.978,1,5.2,1,30.16,0,0,2,11.145,3,14.544,2,5.625,0,0,2,9.68,1,7.08,2,10.07,2,7.595,6,36.34,2,11.16,2,14.53,2,11.745,0,0,2,11.31,3,16.12,1,8.125,329,"1,090.41"
2116,179,808.583,1,10.66,2,101.18,1,27.86,2,29.52,1,99.855,0,0,4,72.48,2,10.07,2,7.15,2,10.02,2,13.51,2,7.5,4,47.28,3,13.41,1,5.4,1,6.49,2,13.075,4,27.95,0,0,215,"1,311.99"
2117,547,"1,505.44",3,18.98,5,28.93,3,17.41,0,0,4,27.72,3,10.23,2,20.28,6,28.04,4,25.595,6,46.31,1,5.225,4,32.73,1,6.21,3,12.36,2,16.85,5,34.655,5,46.86,3,21.535,4,30.01,611,"1,935.37"
2118,972,"2,275.30",2,5.04,5,22.46,4,14.54,3,12.2,8,31.89,6,24.775,8,40.01,8,44.235,6,32.17,6,33.13,5,31.18,5,29.14,7,34.54,5,23.385,3,16.13,8,36.215,9,62.13,4,21.61,2,10.685,1076,"2,800.77"
2119,349,968.495,2,7.78,5,23.36,3,14.94,1,4.75,2,9,3,16.01,9,58.15,10,63.53,4,36.27,2,16,2,9.44,2,11.385,4,26.55,9,42.655,2,11.61,6,29.34,7,37.455,4,26.78,2,15.06,428,"1,428.56"
2120,649,"2,027.37",3,15.61,4,18.215,7,36.29,2,10.44,6,24.24,1,3.92,10,45.92,6,32.19,7,79.535,2,12.81,8,134.51,4,18.095,8,43.54,9,74.07,4,26.05,11,64.26,4,20.95,5,30.16,8,184.33,758,"2,902.50"
2121,818,"1,996.05",1,4.16,3,11.48,9,39.96,5,23.25,6,37.9,1,2.12,9,42.22,11,59.705,10,48.39,1,1.98,6,27.22,6,38.5,4,19.01,2,10.71,9,54.895,13,108.835,11,64.85,10,57.945,4,25.118,939,"2,674.30"
2122,903,"2,226.30",4,23.326,2,6.92,1,4.93,3,9.32,5,18.35,4,29.151,5,28.38,6,36.52,4,17.1,1,89.09,3,18.14,1,6.21,5,30.745,3,16.01,7,32.765,7,44.74,6,34.32,4,25.416,1,6.2,975,"2,703.93"
2123,1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42
2124,4,103.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.835,0,0,0,0,0,0,5,107.485
2125,854,"2,367.00",4,20.78,10,47.712,2,15.4,6,25.39,4,21.33,2,14.982,9,46.135,8,45.38,4,22.36,5,32.49,8,56.96,11,71.195,8,55.1,8,51.094,7,45,10,70.21,16,111.88,6,41.215,6,36.235,988,"3,197.85"
2126,965,"2,376.86",2,13,6,25.81,5,22.36,8,28.53,4,21.695,4,115.625,9,43.405,7,30.07,9,52.57,12,62.54,6,37.61,6,137.44,9,57.99,5,24.445,12,64.375,10,56.21,14,69.745,8,55.57,2,11.55,1103,"3,307.40"
2127,32,627.895,0,0,0,0,0,0,1,3.12,0,0,2,6.14,2,6.975,1,5.2,0,0,1,2.43,0,0,3,111.205,0,0,1,89.1,1,4.2,1,18.24,2,10.87,0,0,2,10.17,49,895.545
2128,72,782.245,0,0,0,0,0,0,1,79.38,3,84.93,0,0,4,73.65,1,4.86,0,0,3,50.22,2,49.225,0,0,2,14.2,2,35.605,1,35.84,1,15.12,2,46.29,0,0,0,0,94,"1,271.57"
2130,90,374.456,0,0,1,5.12,2,4.807,2,9.98,2,5.5,1,7.04,0,0,0,0,0,0,0,0,1,5.7,0,0,1,8.64,2,14.62,1,5.52,0,0,2,11.8,2,12.09,0,0,107,465.273
2131,311,947.864,1,3.12,0,0,0,0,1,9.99,2,10.348,1,6.05,0,0,3,13.2,1,3.48,2,9.25,1,6.48,1,2.9,0,0,2,16.93,4,112.005,2,11.9,2,12.3,1,6.05,1,6.48,336,"1,178.35"
2132,242,639.571,0,0,2,12.76,1,3.12,2,9.47,0,0,1,5.61,0,0,3,15.13,0,0,0,0,4,24.375,4,15.565,6,32.31,2,7.7,3,38.26,1,60.48,3,13.4,1,4.8,1,4.95,276,887.501
2133,223,539.414,0,0,3,16.58,2,13.048,0,0,2,8.43,0,0,2,9.93,0,0,1,5.4,2,9.71,2,6.595,0,0,4,21.58,2,11.58,5,25.1,3,36.71,2,16.04,3,18.33,5,30.95,261,769.397
2134,218,719.485,0,0,0,0,3,13.08,0,0,0,0,0,0,2,5.64,2,11.35,0,0,0,0,1,4.125,1,5.225,2,7.98,2,14.85,1,9.9,3,15.38,0,0,2,9.84,3,34.65,240,851.505
2135,492,"1,539.36",4,26.27,1,5,5,39,3,13.56,3,16.77,5,125.22,3,21.17,10,64.45,0,0,5,34.15,3,15.06,9,56.015,3,19.56,6,33.055,7,49.685,2,16.56,1,5.2,5,39.465,0,0,567,"2,119.55"
2136,177,530.913,1,4.94,2,8.79,0,0,0,0,1,5.4,2,17.04,1,6.96,1,3,1,5.31,1,48.6,0,0,1,5.5,0,0,0,0,3,17.5,3,12.01,0,0,0,0,1,11.55,195,677.513
2137,510,"1,520.57",1,3.64,1,7.8,0,0,1,7.02,3,96.6,2,14.55,3,13.32,3,14.13,5,30.27,5,30.49,5,29.64,6,56.8,9,68.43,7,44.96,2,11.175,7,36.265,11,78.405,6,42.47,2,27,589,"2,133.54"
2138,226,808.135,1,5,2,7.53,3,11.215,0,0,3,12.58,3,15.39,2,15,1,6,3,13.49,0,0,3,16.28,2,26,1,6.21,1,1.56,2,15.6,8,63.91,4,15.3,2,11.16,1,7.75,268,"1,058.11"
2140,123,505.039,1,5.12,1,3,1,2.16,1,6.4,0,0,1,5.5,0,0,1,3.3,1,5.13,0,0,1,3.3,0,0,1,9.6,1,3.6,3,15.565,2,10.73,2,9.01,3,11.125,0,0,143,598.579
2141,882,"2,405.23",3,9.73,2,9.4,5,17,3,7.83,4,27.047,3,59.338,4,20.3,3,13.4,3,8.8,6,35.06,6,29.07,8,44.14,9,113.653,6,29.227,3,24.6,10,235.415,6,33.84,5,31.87,3,18.12,974,"3,173.07"
2142,503,"1,436.91",0,0,1,5.22,6,25.51,2,15.7,4,17.72,5,42.325,3,10.41,2,15.77,5,16.6,6,73.09,2,9.35,2,12.3,4,26.82,2,31.27,5,42.915,4,35.65,2,8.94,1,7.9,3,27.385,562,"1,861.79"
2143,323,914.295,0,0,2,6.02,1,6.24,1,1.62,3,13.69,1,3.5,3,11.7,3,29.16,4,25.15,0,0,1,5.94,5,114.375,2,13.95,3,30.6,1,5.22,1,6.555,1,5.525,1,6.27,0,0,356,"1,199.81"
2144,742,"2,631.35",3,14.13,8,125.8,7,177.49,3,11.695,5,66.58,2,9.62,4,17.72,3,15.55,1,2.16,2,9.69,2,11.85,3,41.655,0,0,2,8.75,5,70.895,4,34.21,3,29.29,3,43.37,2,11.8,804,"3,333.60"
2145,2656,"7,046.60",10,34,18,84.93,15,65.405,19,84.065,16,79.309,9,47.56,14,94.375,19,91.45,12,61.708,15,91.535,9,56.01,11,55.88,19,94.84,13,65.6,14,127.215,24,131.755,29,159.76,14,102.175,9,57.915,2945,"8,632.08"
2146,756,"1,866.76",5,19.795,7,26.76,7,119.195,5,26.45,4,18.91,1,1.62,3,15.415,9,34.025,3,18.6,3,14.62,4,19.205,1,3.18,5,22.255,7,29.47,6,31.89,17,75.76,10,40.745,7,38.55,4,28.433,864,"2,451.64"
2147,1922,"5,259.83",9,41.475,11,47.635,11,44.075,13,69.61,12,75.61,11,52.65,10,46.415,12,70.349,9,66.65,11,53.97,11,114.79,17,87.55,12,57.005,13,119.413,21,172.31,14,81.88,22,206.055,13,116.97,8,53.775,2162,"6,838.01"
2148,2824,"7,961.15",20,96.865,23,122.845,17,111.62,15,52.655,16,68.965,18,213.535,22,168.04,25,369.11,18,140.22,14,168.17,24,157.81,18,303.075,24,175.99,15,82.535,12,85.76,20,94.75,22,161.3,20,190.04,16,132.295,3183,"10,856.73"
2150,164,594.03,2,72.12,2,5.94,0,0,1,4.75,1,4.75,0,0,0,0,0,0,0,0,4,53.94,0,0,2,78.155,1,4.59,0,0,0,0,0,0,1,19.47,3,36.43,2,11.73,183,885.905
2151,515,"1,575.34",2,9.81,5,24.94,3,15.34,0,0,4,31.535,4,40.665,2,8.34,9,52.085,4,27.81,3,18.59,6,35.335,7,42.94,6,34.74,9,60.61,6,35.54,3,13.94,9,228.73,6,30.515,2,13.5,605,"2,300.30"
2152,344,949.531,2,6.5,5,28,2,9.87,4,22.89,3,24.78,2,10.42,3,14.51,2,7.88,5,40.18,3,15.99,5,25.28,6,113.1,1,3.51,3,13.995,3,16.21,3,18.1,5,22.89,0,0,2,12.98,403,"1,356.62"
2153,2969,"8,181.65",22,91.27,13,58.555,14,57.49,15,76.508,18,90.85,22,95.889,32,185.54,22,107.27,16,74.375,15,113.805,25,181.65,22,118.35,22,116.97,24,144.425,22,145.895,24,126.801,22,139.25,19,132.69,13,80.415,3351,"10,319.65"
2154,1740,"5,183.73",15,77.72,7,53.62,13,128.98,9,49.07,11,81.615,8,47.36,14,65.935,25,169.32,14,79.095,11,70.035,17,118.31,15,100.924,18,145.69,16,101.545,11,53.36,18,90.028,16,111.251,12,81.02,12,122.035,2002,"6,930.64"
2155,3158,"9,156.18",29,138.035,19,98.41,20,88.358,29,126.836,61,335.544,41,219.819,32,165.505,45,246.605,37,215.468,41,209.025,53,328.26,42,510.005,42,263.22,54,332.354,46,344.165,52,345.249,57,336.755,35,246.96,30,227.599,3923,"13,934.35"
2156,846,"2,892.51",4,27.215,5,30.21,5,22.7,9,134.454,10,56.015,11,160.7,7,74.676,13,90.82,10,103.267,9,49.91,3,28.84,9,81.195,2,9.05,5,34.74,9,102.795,12,93.75,10,84.89,8,85.955,4,33.235,991,"4,196.92"
2157,195,824.232,2,38.63,3,22.515,1,17.65,1,5.2,5,25.34,2,7.88,2,8.28,3,15.8,4,26.73,3,32.225,1,6.21,4,56.29,3,16.04,1,5.4,4,24.755,8,149.61,5,61.57,1,11.6,0,0,248,"1,355.96"
2158,331,"1,596.09",3,22,0,0,1,10.44,3,32.2,4,40.92,3,45.912,6,71.925,7,51.29,6,75.4,6,34.715,4,38.152,3,114.94,5,46.96,5,47.54,10,85.185,8,80.36,3,30.54,1,12.2,2,24.26,411,"2,461.03"
2159,250,953.949,6,50.2,1,7.02,2,21.99,1,97.35,4,27.74,2,11.07,3,14.91,2,11.4,1,10.8,2,23.004,6,41.95,2,23.76,3,19.5,4,21.47,0,0,11,97.46,4,32.34,1,6.05,1,6.16,306,"1,478.12"
2160,785,"2,205.74",6,45.455,1,2.12,2,10.38,3,14.36,4,28.165,3,13.93,9,48.45,8,51.27,2,11.985,5,34.1,5,30.77,1,6.36,6,22.79,6,36,9,51.315,0,0,8,42.825,4,24.58,2,11.78,869,"2,692.38"
2161,762,"2,769.22",2,9.42,36,74.26,8,34.17,18,116.12,10,40.26,7,31.395,11,74.335,4,26.23,10,97.595,4,21.27,3,15.275,28,108.245,8,38.22,7,37.915,8,26.61,5,28.32,3,22.13,6,39.335,3,58.06,943,"3,668.39"
2162,619,"1,911.16",1,5.72,6,35.315,1,3.12,3,14.48,5,28.18,2,7.45,5,51.6,1,5.4,4,18.915,0,0,2,6.54,3,10.145,3,14.505,7,45.27,7,38.94,6,50.91,3,20.24,1,5.13,4,32.66,683,"2,305.68"
2163,259,"1,089.77",1,3.12,0,0,2,33.02,1,15,3,16.83,4,19.72,3,11.02,3,13.58,3,24.05,1,4,2,11.2,2,112.59,0,0,4,33.35,0,0,0,0,4,24.87,1,6.6,1,31,294,"1,449.72"
2164,959,"5,233.56",5,37.075,9,49.81,3,20.742,32,97.915,8,228.517,11,188.325,6,65.18,11,77.305,8,91.86,10,252.56,9,147.065,10,249.48,8,52.03,10,423.07,10,187.66,12,250.35,12,108.13,8,134.34,6,66.09,1147,"7,961.07"
2165,1398,"4,031.84",19,45.64,25,55.16,59,122.73,46,85.11,2,8.04,8,139.515,10,153.388,7,44.6,5,43.79,3,13.16,6,35.19,18,110.875,7,35.19,10,50.52,7,66.96,6,111.19,13,72.925,7,48.58,7,71.97,1663,"5,346.37"
2166,2030,"5,429.16",7,35.4,5,31.68,11,58.695,21,62.6,10,52.16,11,64.35,10,50.82,6,34.825,4,18.19,6,32.04,6,29.81,12,219.14,3,14.295,10,49.755,11,158.655,11,136.265,10,52.16,7,62.205,5,20.375,2196,"6,612.58"
2167,518,"1,326.23",0,0,3,11.595,2,8.84,3,12.57,2,14.99,9,36.04,1,5.4,3,13.59,0,0,3,25.67,3,12.8,4,28.92,2,9.59,1,5.5,9,43.38,3,18,3,13.04,3,18.595,5,26.24,577,"1,630.99"
2168,1877,"4,604.30",7,24.5,5,23.84,10,38.81,25,55.89,11,50.25,21,159.325,8,41.48,5,32.285,10,67.405,2,7.56,10,60.035,14,75.715,9,46.97,14,81.854,7,42.47,17,157.38,19,93.95,10,62.915,7,42.47,2088,"5,769.41"
2170,4171,"12,452.37",24,211.465,22,128.975,33,204.6,48,191.14,38,236.315,38,434.05,32,256.26,30,292.9,16,170.17,22,173.79,43,368.79,28,236.2,34,200.175,28,217.335,32,271.16,26,176.855,45,379.615,23,224.675,27,163.035,4760,"16,989.87"
2171,1633,"4,935.23",17,91.67,16,75.565,11,52.41,12,62.245,16,118.66,19,90.73,11,59.16,14,81.155,14,81.755,14,78.87,25,147.217,12,91.925,10,54.78,22,121.6,17,95.23,16,90.38,27,186.87,18,105.592,11,64.29,1935,"6,685.33"
2172,154,435.449,2,7.115,2,7.9,0,0,4,18.54,4,19.51,0,0,3,16.46,2,15.48,1,5.4,0,0,4,22.31,1,8.4,1,6.03,0,0,2,11.12,2,11.885,3,15.58,1,6.6,2,12.78,188,620.559
2173,716,"1,672.87",4,17.13,6,17.81,7,45.48,4,25.19,7,33.725,4,20.52,3,12.27,5,23.08,4,23.105,3,12.84,7,31.61,1,3.24,5,27.54,2,8.49,0,0,8,49.115,8,42.76,4,34.87,1,5.31,799,"2,106.95"
2174,102,469.48,1,5,3,9.63,7,34.39,5,24.28,10,60.53,10,43.11,6,37.01,2,12.64,10,55.605,8,37.25,10,47.005,8,34.57,14,73.855,20,115.105,13,67.075,13,76.28,16,122.03,8,47.315,6,39.91,272,"1,412.07"
2175,100,758.709,0,0,1,6,0,0,3,21.965,1,99.76,0,0,1,2.08,5,45.349,2,32.4,0,0,2,16.56,0,0,1,6.48,1,28.8,3,32.16,1,11.88,2,18.48,1,9.72,0,0,124,"1,090.34"
2176,2416,"6,657.53",12,58.72,6,119.27,12,71.84,15,160.2,12,76.48,9,48.995,14,67.235,11,59.13,5,40.749,11,79.071,18,93.535,15,92.158,16,80.175,14,83.135,11,99.535,13,139.905,13,75.405,13,70.65,16,94.685,2652,"8,268.40"
2177,796,"2,117.29",3,64.17,9,34.88,2,7.71,3,53.875,6,26.42,8,55.97,4,28.265,4,23.44,0,0,0,0,7,34.575,6,31.655,0,0,1,5.4,3,17.765,9,53.75,5,24.815,4,23.59,4,23.88,874,"2,627.45"
2178,203,"1,074.70",1,8.68,0,0,2,50.64,2,15.27,1,10.03,3,25.69,1,5.015,2,20.86,0,0,4,30.415,7,85.32,2,25.11,1,3.51,2,14.18,2,18.46,2,87.45,1,11.55,0,0,2,12.6,238,"1,499.48"
2179,180,923.68,2,23.14,3,21.43,0,0,0,0,2,8.18,2,11.686,8,78.385,0,0,0,0,3,33.065,6,41.81,1,4.94,4,45.27,2,11.98,4,31.87,3,19.39,5,27.48,6,36.71,3,17.905,234,"1,336.92"
2190,742,"2,805.18",3,10.47,5,21.48,4,21.63,5,28.87,10,47.72,2,66.94,3,17.15,6,33.075,0,0,6,30.63,4,38.29,2,9.07,2,11.61,2,13.6,4,22.075,4,25.68,11,83.11,6,53.58,3,18.84,824,"3,359.00"
2191,148,400.01,0,0,0,0,0,0,2,8.42,2,6,0,0,0,0,2,8.79,1,5.5,0,0,1,4.32,3,19.94,0,0,0,0,0,0,2,13.71,1,4.2,0,0,1,6.1,163,476.99
2192,243,700.564,0,0,3,13.69,17,36.51,0,0,0,0,1,5.4,0,0,0,0,2,24,0,0,0,0,0,0,3,12.28,3,12.42,3,29.38,0,0,1,5.4,3,15.115,2,6.775,281,861.534
2193,396,"1,053.53",1,2.7,1,5.94,4,16.44,4,15.55,3,12.48,3,12.69,0,0,1,5.28,0,0,4,17.14,1,5.67,7,33.71,5,26.052,1,4.16,5,22.07,2,8.1,5,31.035,5,25.33,1,4.96,449,"1,302.84"
2194,307,935.336,0,0,0,0,2,8.12,0,0,1,2.95,0,0,1,10.53,1,25.025,0,0,3,19.05,2,11.07,0,0,2,11.85,2,8.41,2,11.15,2,80.475,1,6.48,0,0,0,0,326,"1,130.45"
2195,329,879.051,4,21.01,0,0,2,7.1,3,11.19,3,13.11,1,2.5,1,3.12,3,35.8,5,56.91,2,34.905,1,4.95,0,0,0,0,5,26.305,1,2.75,1,4.95,5,33.5,0,0,1,6.05,367,"1,143.20"
2196,743,"2,029.58",1,5.13,36,89.57,21,42.21,7,25.04,3,16.38,4,43.9,2,9.45,2,33.96,3,16.42,4,21.82,2,8.4,4,16.4,6,33.615,5,27.46,6,26.315,3,24.57,7,33.535,4,18.74,6,30.285,869,"2,552.78"
2197,323,902.266,3,13.67,5,20.68,4,17.96,4,17.7,2,8.58,4,14.96,3,15.925,3,19.58,1,7.28,3,14.73,3,17.83,1,10.8,0,0,1,6.325,3,17.98,0,0,3,17.765,1,6.21,3,20.08,370,"1,150.32"
2198,296,746.817,1,5.13,0,0,2,11.44,1,8.48,2,10.92,1,2.7,1,4.95,2,8.33,1,4.29,2,9.45,2,74.37,0,0,2,6.05,4,22.749,3,31.78,1,5.5,2,9.13,1,6.38,3,23.64,327,992.106
2199,547,"1,514.13",2,3.06,2,9.49,5,34.72,4,15.03,3,15.8,0,0,3,19.364,5,31.79,1,4.16,1,6.05,2,10.815,1,6.48,3,20.95,3,28.47,3,15.18,1,2.97,4,28.805,1,3.24,0,0,591,"1,770.51"
2200,1021,"3,472.79",4,19.03,8,36.302,7,77.755,4,21.525,10,57.785,7,36.03,7,231.15,10,66.61,5,22.45,7,41.16,9,85.015,6,124.61,6,31.53,8,132.585,5,25.215,5,36.76,3,24.86,3,15.825,3,20.86,1138,"4,579.85"
2203,265,628.008,1,4.94,1,3.975,2,5.4,3,11.3,3,9.96,1,3.3,1,5.31,2,6.14,2,5.48,1,7.92,0,0,2,9.15,2,13.27,4,20.61,3,11.315,8,34.16,4,20.25,0,0,3,15.8,308,816.288
2204,516,"2,038.06",3,37.94,3,5.35,2,41.685,3,64.65,9,74.22,5,129.77,7,86.025,7,58.11,2,103.5,3,33.48,7,76.015,6,79.44,2,11.07,8,81.11,9,33.67,6,32.23,6,27.015,4,34.64,0,0,608,"3,047.98"
2205,247,665.347,3,12.92,5,18.59,3,10.02,1,2,2,14.805,3,100.74,1,8.25,2,8.86,2,12.56,1,2.97,0,0,2,11.4,1,2.16,2,7.975,4,21.615,1,5.7,1,5.13,1,6.6,1,8.26,283,925.902
2206,471,"1,333.84",3,16.78,3,10.82,56,94.196,4,10.66,3,15.68,3,12.03,4,20.175,6,29.615,4,20.17,6,42.835,4,17.615,4,19.3,6,35.275,3,7.98,5,32.36,4,25.92,7,42.195,7,35.75,1,5.4,604,"1,828.60"
2207,650,"1,819.51",3,10.18,9,38.117,26,48.382,3,8.26,5,20.61,3,12.91,5,20.675,5,20.53,6,31.515,8,48.85,0,0,3,22.14,7,116.44,3,20.4,8,52.815,5,24.19,4,21.52,2,8.6,3,23.005,758,"2,368.65"
2208,343,"1,147.11",4,15.44,3,6.76,32,54.52,1,4.94,3,12.17,6,30.27,1,5,2,27.81,1,5.28,2,9.81,1,4.95,4,120.81,1,11,2,11.88,5,24.395,4,121.349,3,13.62,6,35.77,4,19.29,428,"1,682.17"
2209,498,"1,201.67",9,15.16,27,51.37,13,30.58,2,9.63,1,2.08,1,5.4,1,5.67,5,26.44,1,3.51,4,20.76,2,9.45,4,19.66,2,10.23,3,18.53,1,6.7,1,5.4,5,24.41,3,26.66,4,28.87,587,"1,522.18"
2210,955,"2,908.70",5,23.32,80,120.71,5,26.73,4,15.48,8,33.22,4,15.76,3,18.81,6,24.87,9,59.7,10,128.04,7,59.39,3,16.47,3,16.435,3,16.51,13,82.429,10,60.445,7,36.32,5,39.785,7,43.5,1147,"3,746.63"
2211,533,"1,566.00",4,38.885,4,13.9,5,20.03,3,13.06,5,23.43,2,84.28,4,112.56,3,13.06,3,16.37,4,41.04,4,17.49,2,97.74,4,19.11,7,42.2,5,191.82,8,39.925,4,25.35,3,19.36,2,9.29,609,"2,404.90"
2212,511,"1,695.01",3,9.06,2,3.06,0,0,1,1.2,3,10.57,4,34.8,6,92.52,7,110.85,6,52.68,1,5.13,5,29.72,0,0,3,14.055,2,8.965,3,29.325,1,6.05,8,85.81,2,33.4,5,47.405,573,"2,269.61"
2213,717,"1,899.79",4,19.08,8,28.64,4,19.1,15,24.425,9,26.93,6,34.7,7,33.18,2,9.54,7,57.175,6,37.37,6,28.425,10,63.57,6,27.25,7,31.41,6,32.66,8,54.554,12,78.19,7,29.33,8,33.81,855,"2,569.13"
2214,212,"1,012.24",0,0,4,42.955,4,32.02,0,0,3,8.68,0,0,2,8.6,1,12.42,1,7.83,0,0,1,5.8,0,0,2,11.08,1,6.27,5,27.75,3,39.06,1,6.49,1,4.86,0,0,241,"1,226.06"
2216,366,"1,080.28",4,12.725,3,10.04,4,14.58,4,30.7,4,22.44,3,14.435,3,16.81,1,5.2,2,8.34,0,0,3,17.02,4,25.65,0,0,4,15.74,4,25.2,4,27.61,4,26.465,3,16.61,2,12.66,422,"1,382.50"
2217,421,"1,321.03",3,14.34,4,21.135,2,7,2,8.28,2,8.84,5,30.36,3,123.36,2,11.04,1,8.555,5,26.43,5,28.97,5,52.92,2,85.59,1,5.5,2,11.64,4,22.28,4,24.09,3,15.27,3,13.24,479,"1,839.87"
2218,281,750.145,1,3.975,1,7.28,0,0,0,0,2,9.25,1,20.3,0,0,4,16.42,2,36.45,1,2.16,0,0,2,13.92,0,0,2,10.45,2,13.975,2,10.78,2,11,0,0,0,0,303,906.105
2219,294,919.55,0,0,3,16.34,3,18.76,3,12.67,2,9.19,1,1.14,0,0,7,38.91,1,6.08,6,41.1,1,5.5,2,8.28,3,23.2,1,4.27,6,32.01,1,4.06,5,31.41,2,26.84,2,11.36,343,"1,210.67"
2220,550,"1,502.70",1,3.48,0,0,11,22.22,3,13.86,8,53.28,4,42.3,5,36.4,6,24.94,4,18.64,3,20.805,3,18.06,1,6.7,3,16.81,3,14.745,4,24.86,7,59,3,29.75,2,11.4,2,10.21,623,"1,930.16"
2221,407,"1,305.62",3,15.075,5,20.82,5,44.19,2,10.305,3,12.58,3,15.12,4,30.43,3,18.7,3,21.6,4,24.374,4,24.27,5,24.66,3,16.56,6,36.99,4,25.03,2,13.155,4,28.465,5,33.08,4,17.95,479,"1,738.97"
2222,226,590.69,1,5.98,0,0,1,5.13,1,3.975,0,0,0,0,1,2.64,0,0,3,13.26,3,14.69,2,9.625,2,7.78,1,3.24,4,16.16,3,12.57,1,5.94,4,25.19,2,8.32,2,15.14,257,740.33
2223,586,"1,880.49",3,35.968,8,36.37,6,22.69,5,24.45,5,30.86,1,3.12,5,24.805,2,9.28,3,14.03,6,34.45,10,55.14,2,22.56,7,32.375,6,25.58,5,33.53,6,38.12,9,63.17,3,13.696,3,16.4,681,"2,417.08"
