POA_CODE_2016,irradiation
POA4127,4.81
POA4128,4.81
POA4129,4.81
POA4130,4.81
POA4131,4.81
POA4132,4.81
POA4133,4.81
POA4151,4.81
POA4152,4.81
POA4153,5.0
POA4154,5.0
POA4155,5.0
POA4156,4.045
POA4157,4.9366666666666665
POA4158,5.0
POA4159,5.0
POA4160,5.0
POA4161,5.0
POA4163,5.0
POA4164,4.81
POA4165,4.81
POA4169,4.81
POA4170,4.9525
POA4171,5.0
POA4172,5.0
POA4173,5.0
POA4174,5.0
POA4178,5.0
POA4179,5.0
POA4183,5.0
POA4184,4.8575
POA4205,4.81
POA4207,4.8100000000000005
POA4208,4.81
POA4209,4.81
POA4210,4.81
POA4211,4.782727272727273
POA4212,4.81
POA4213,4.659999999999999
POA4214,4.81
POA4215,4.81
POA4216,4.808333333333333
POA4217,4.808333333333333
POA4218,4.81
POA4219,4.51
POA4220,4.4375
POA4221,4.51
POA4222,
POA4223,4.503333333333333
POA4224,4.51
POA4225,4.51
POA4226,4.81
POA4227,4.51
POA4228,4.51
POA4229,4.51
POA4230,
POA4270,4.81
POA4271,4.81
POA4272,4.81
POA4275,4.81
POA4280,4.81
POA4285,4.81
POA4287,4.51
POA4300,4.8514285714285705
POA4301,4.806666666666666
POA4303,4.81
POA4304,4.81
POA4305,4.8095454545454555
POA4306,4.930952380952383
POA4307,4.81
POA4309,4.81
POA4310,4.81
POA4311,4.945
POA4312,5.007499999999999
POA4313,4.96125
POA4340,4.912857142857143
POA4341,5.108571428571429
POA4342,5.17
POA4343,5.124583333333335
POA4344,5.178181818181819
POA4345,5.17
POA4346,4.81
POA4347,5.156000000000001
POA4350,5.157999999999999
POA4352,5.1332258064516125
POA4353,5.163333333333333
POA4354,5.17
POA4355,5.08
POA4356,5.15388888888889
POA4357,4.913684210526316
POA4358,5.17
POA4359,5.2
POA4360,5.17
POA4361,4.917692307692308
POA4362,4.81
POA4363,5.17
POA4364,5.17
POA4365,4.81
POA4370,4.976666666666667
POA4371,4.81
POA4372,4.81
POA4373,4.81
POA4374,4.81
POA4375,4.81
POA4376,4.81
POA4377,4.81
POA4378,4.81
POA4380,4.81
POA4381,4.81
POA4382,4.81
POA4383,4.81
POA4385,5.040000000000001
POA4387,4.81
POA4400,5.17
POA4401,5.187142857142859
POA4402,5.15
POA4403,5.170000000000001
POA4404,5.17
POA4405,5.165
POA4406,5.15
POA4407,5.21
POA4408,5.15
POA4410,5.15
POA4416,5.29
POA4417,5.41
POA4423,5.41
POA4424,5.33
POA4425,5.41
POA4426,5.41
POA4427,5.41
POA4428,5.41
POA4454,5.41
POA4455,5.409999999999998
POA4461,5.41
POA4462,5.41
POA4465,5.41
POA4468,5.5
POA4470,5.5
POA4471,5.39
POA4474,5.4
POA4475,5.4
POA4477,5.5
POA4479,5.5
POA4480,5.4
POA4481,5.41
POA4482,5.56
POA4489,5.5
POA4490,5.39
POA4491,5.39
POA4500,5.0
POA4501,5.0
POA4502,5.0
POA4503,4.981999999999999
POA4504,4.97
POA4505,4.97
POA4506,4.97
POA4507,4.97
POA4508,4.97
POA4509,4.97
POA4510,4.9559999999999995
POA4511,4.97
POA4512,4.97
POA4514,5.023999999999999
POA4515,4.9350000000000005
POA4516,4.97
POA4517,4.97
POA4518,
POA4519,4.9475
POA4520,4.9312499999999995
POA4521,4.97
POA4550,4.9
POA4551,5.13923076923077
POA4552,4.8999999999999995
POA4553,4.9475
POA4554,4.9
POA4555,4.9
POA4556,5.0425
POA4557,5.09
POA4558,5.026666666666666
POA4559,4.9
POA4560,4.8999999999999995
POA4561,4.9
POA4562,4.9
POA4563,4.9
POA4564,5.0675
POA4565,4.9
POA4566,4.9
POA4567,4.9
POA4568,4.9
POA4569,4.9
POA4570,4.919148936170213
POA4571,4.9
POA4572,
POA4573,4.981428571428572
POA4574,4.9
POA4575,5.089999999999999
POA4580,4.95
POA4581,4.95
POA4600,5.15
POA4601,5.1499999999999995
POA4605,5.15
POA4606,5.1499999999999995
POA4608,5.15
POA4610,5.15727272727273
POA4611,5.15
POA4612,5.15
POA4613,5.15
POA4614,5.15
POA4615,5.1499999999999995
POA4620,4.972222222222223
POA4621,5.1362499999999995
POA4625,5.148387096774196
POA4626,5.1593333333333335
POA4627,5.1499999999999995
POA4630,5.230000000000001
POA4650,4.948529411764704
POA4655,4.950000000000001
POA4659,4.95
POA4660,5.202666666666667
POA4662,4.95
POA4670,5.238000000000001
POA4671,5.2181818181818205
POA4673,5.24
POA4674,5.240000000000001
POA4676,5.24
POA4677,5.490000000000001
POA4678,5.489999999999999
POA4680,5.479696969696971
POA4694,5.489999999999999
POA4695,5.490000000000001
POA4697,5.49
POA4699,5.31
POA4700,5.30875
POA4701,5.3100000000000005
POA4702,5.256774193548388
POA4703,5.304000000000001
POA4704,5.31
POA4705,3.686
POA4706,3.28
POA4707,3.28
POA4709,5.47
POA4710,5.31
POA4711,5.31
POA4712,5.31
POA4714,5.3100000000000005
POA4715,5.318
POA4716,5.32
POA4717,5.47
POA4718,5.32
POA4719,5.32
POA4720,5.47
POA4721,5.476666666666667
POA4722,5.47
POA4723,5.47
POA4725,6.12
POA4727,6.12
POA4730,6.051428571428572
POA4731,6.12
POA4732,6.12
POA4733,5.64
POA4735,5.64
POA4736,5.41
POA4737,5.2749999999999995
POA4738,5.29
POA4739,3.28
POA4740,5.292999999999998
POA4741,5.296363636363639
POA4742,5.453636363636364
POA4743,5.49
POA4744,5.49
POA4745,5.49
POA4746,4.375
POA4750,5.29
POA4751,5.29
POA4753,5.29
POA4754,5.29
POA4756,5.29
POA4757,5.29
POA4798,5.29
POA4799,5.29
POA4800,5.26103448275862
POA4801,5.26
POA4802,5.259999999999999
POA4803,5.26
POA4804,5.375
POA4805,5.26
POA4806,5.52
POA4807,5.537333333333332
POA4808,5.52
POA4809,5.517499999999998
POA4810,5.68909090909091
POA4811,5.7299999999999995
POA4812,5.73
POA4814,5.667777777777778
POA4815,5.73
POA4816,5.440500000000001
POA4817,5.73
POA4818,5.730000000000001
POA4819,5.73
POA4820,5.579999999999999
POA4821,4.22
POA4822,4.836666666666666
POA4824,6.13
POA4825,5.699090909090908
POA4829,5.65
POA4849,5.12
POA4850,5.1536363636363625
POA4852,5.27
POA4854,5.2325
POA4855,5.27
POA4856,5.27
POA4857,5.27
POA4858,5.27
POA4859,5.27
POA4860,5.265882352941177
POA4861,5.27
POA4865,5.27
POA4868,5.164
POA4869,5.27
POA4870,5.269999999999998
POA4871,5.256285714285714
POA4872,5.345714285714286
POA4873,5.2700000000000005
POA4874,6.240000000000001
POA4877,5.27
POA4878,5.27
POA4879,5.27
POA4880,5.38
POA4881,5.27
POA4882,5.38
POA4883,5.38
POA4884,5.38
POA4885,5.38
POA4886,5.38
POA4887,5.38
POA4888,5.38
POA4890,5.75
POA4891,5.75
POA4895,5.36
POA5000,4.456
POA5001,4.47
POA5005,
POA5006,4.47
POA5007,4.6659999999999995
POA5008,4.633333333333333
POA5009,4.96
POA5010,4.633333333333333
POA5011,4.96
POA5012,4.96
POA5013,4.878333333333334
POA5014,4.96
POA5015,4.922000000000001
POA5016,4.96
POA5017,4.96
POA5018,4.96
POA5019,4.8966666666666665
POA5020,4.9
POA5021,4.96
POA5022,4.96
POA5023,4.96
POA5024,4.96
POA5025,4.96
POA5031,4.796666666666667
POA5032,4.96
POA5033,4.96
POA5034,4.47
POA5035,4.47
POA5037,4.96
POA5038,4.96
POA5039,4.773333333333333
POA5040,4.96
POA5041,4.47
POA5042,4.8375
POA5043,4.96
POA5044,4.96
POA5045,4.96
POA5046,4.96
POA5047,4.93
POA5048,4.96
POA5049,4.96
POA5050,4.4350000000000005
POA5051,4.47
POA5052,4.47
POA5061,4.47
POA5062,4.462999999999999
POA5063,4.47
POA5064,4.47
POA5065,4.47
POA5066,4.47
POA5067,4.47
POA5068,4.47
POA5069,4.47
POA5070,4.47
POA5071,4.47
POA5072,4.47
POA5073,4.47
POA5074,4.47
POA5075,4.47
POA5076,4.47
POA5081,4.47
POA5082,4.47
POA5083,4.47
POA5084,4.47
POA5085,4.47
POA5086,4.47
POA5087,4.47
POA5088,4.47
POA5089,4.47
POA5090,4.47
POA5091,4.47
POA5092,4.47
POA5093,4.47
POA5094,4.47
POA5095,4.47
POA5096,4.4350000000000005
POA5097,4.47
POA5098,4.47
POA5106,4.47
POA5107,4.47
POA5108,4.47
POA5109,4.47
POA5110,4.54
POA5111,4.47
POA5112,4.47
POA5113,4.47
POA5114,4.47
POA5115,4.47
POA5116,4.47
POA5117,4.47
POA5118,4.47
POA5120,4.715
POA5121,4.47
POA5125,4.47
POA5126,4.47
POA5127,4.47
POA5131,4.47
POA5132,4.47
POA5133,4.47
POA5134,4.47
POA5136,4.47
POA5137,4.47
POA5138,4.47
POA5139,4.47
POA5140,4.47
POA5141,4.47
POA5142,4.47
POA5144,4.47
POA5150,4.47
POA5151,4.47
POA5152,4.47
POA5153,4.47
POA5154,4.47
POA5155,4.47
POA5156,4.47
POA5157,4.516
POA5158,4.96
POA5159,4.592499999999999
POA5160,4.96
POA5161,4.96
POA5162,4.96
POA5163,4.96
POA5164,4.96
POA5165,4.96
POA5167,4.96
POA5168,4.94
POA5169,4.96
POA5170,4.96
POA5171,4.633333333333333
POA5172,4.623333333333334
POA5173,4.7
POA5174,4.7
POA5201,4.47
POA5202,4.7
POA5203,4.7
POA5204,4.7
POA5210,4.7
POA5211,4.7
POA5212,4.7
POA5213,4.7
POA5214,4.7
POA5220,4.85
POA5221,4.37
POA5222,4.535
POA5223,4.37
POA5231,4.47
POA5232,4.47
POA5233,4.47
POA5234,4.47
POA5235,4.47
POA5236,4.47
POA5237,4.4
POA5238,4.4
POA5240,4.47
POA5241,4.47
POA5242,4.47
POA5243,4.47
POA5244,4.47
POA5245,4.47
POA5250,4.47
POA5251,4.47
POA5252,4.446666666666666
POA5253,4.4
POA5254,4.4
POA5255,4.4925
POA5256,4.7
POA5259,4.4
POA5260,4.4
POA5261,4.4
POA5262,4.21
POA5263,4.21
POA5264,4.4
POA5265,4.4
POA5267,4.4
POA5268,4.33
POA5270,4.33
POA5271,4.21
POA5272,4.21
POA5276,4.21
POA5277,4.21
POA5278,4.21
POA5279,4.21
POA5280,4.21
POA5290,4.21
POA5291,4.21
POA5301,4.3999999999999995
POA5304,4.66
POA5306,4.4
POA5307,4.4
POA5308,4.4
POA5309,4.4
POA5310,4.66
POA5311,4.66
POA5312,4.66
POA5321,4.66
POA5322,4.66
POA5330,4.66
POA5331,
POA5332,4.66
POA5333,4.66
POA5340,4.66
POA5341,4.66
POA5342,4.66
POA5343,4.66
POA5344,4.66
POA5345,4.66
POA5346,4.66
POA5350,4.47
POA5351,4.47
POA5352,4.47
POA5353,4.435
POA5354,4.4
POA5355,4.47
POA5356,4.47
POA5357,4.53
POA5360,4.47
POA5371,4.47
POA5372,4.47
POA5373,4.47
POA5374,4.47
POA5381,4.47
POA5400,4.4350000000000005
POA5401,4.47
POA5410,4.47
POA5411,4.47
POA5412,4.47
POA5413,4.47
POA5419,4.65
POA5422,4.65
POA5431,4.98
POA5432,4.98
POA5433,4.98
POA5434,4.98
POA5440,5.13
POA5451,4.47
POA5453,4.5600000000000005
POA5460,4.47
POA5461,4.96
POA5464,4.65
POA5471,4.65
POA5472,4.65
POA5473,4.65
POA5480,4.65
POA5481,4.98
POA5482,4.98
POA5483,4.98
POA5485,4.98
POA5490,4.65
POA5491,4.65
POA5495,4.760000000000001
POA5501,4.890000000000001
POA5502,4.47
POA5520,4.65
POA5521,4.65
POA5522,4.65
POA5523,4.65
POA5540,4.640000000000001
POA5550,4.96
POA5554,4.65
POA5555,4.65
POA5558,4.65
POA5570,4.96
POA5571,4.665
POA5572,4.37
POA5573,4.37
POA5575,4.49
POA5576,4.37
POA5577,4.37
POA5580,4.37
POA5581,4.37
POA5582,4.37
POA5583,4.37
POA5600,4.6375
POA5601,4.65
POA5602,4.65
POA5603,4.77
POA5604,4.77
POA5605,4.77
POA5606,4.77
POA5607,4.752
POA5608,4.65
POA5609,4.65
POA5630,4.77
POA5631,4.77
POA5632,4.77
POA5633,4.71
POA5641,4.71
POA5642,4.71
POA5650,4.71
POA5651,4.71
POA5652,4.71
POA5653,4.71
POA5654,4.71
POA5655,4.71
POA5660,4.71
POA5661,5.23
POA5670,4.71
POA5671,4.71
POA5680,5.23
POA5690,5.23
POA5700,4.98
POA5710,4.98
POA5720,5.67
POA5722,5.67
POA5723,5.83
POA5724,5.63
POA5725,5.67
POA5731,5.67
POA5734,5.83
POA5942,4.47
POA5950,4.9
POA6000,5.35
POA6003,5.35
POA6004,5.35
POA6005,5.35
POA6006,5.35
POA6007,5.324999999999999
POA6008,5.35
POA6009,5.349999999999999
POA6010,5.35
POA6011,5.324999999999999
POA6012,5.35
POA6014,5.349999999999999
POA6015,5.35
POA6016,5.35
POA6017,5.35
POA6018,5.3500000000000005
POA6019,5.35
POA6020,5.35
POA6021,5.35
POA6022,5.35
POA6023,5.35
POA6024,5.35
POA6025,5.349999999999999
POA6026,5.35
POA6027,5.3500000000000005
POA6028,5.35
POA6029,5.35
POA6030,5.3500000000000005
POA6031,5.349999999999999
POA6032,5.35
POA6033,5.35
POA6034,5.35
POA6035,5.35
POA6036,5.35
POA6037,5.35
POA6038,5.35
POA6041,5.35
POA6042,5.35
POA6043,5.35
POA6044,5.35
POA6050,5.349999999999999
POA6051,5.35
POA6052,5.35
POA6053,4.97
POA6054,4.97
POA6055,4.97
POA6056,4.97
POA6057,4.97
POA6058,4.97
POA6059,5.35
POA6060,5.35
POA6061,5.349999999999999
POA6062,4.97
POA6063,4.97
POA6064,5.35
POA6065,5.231249999999999
POA6066,4.97
POA6067,4.97
POA6068,4.97
POA6069,4.97
POA6070,4.97
POA6071,4.97
POA6072,4.97
POA6073,4.97
POA6074,4.97
POA6076,4.97
POA6077,4.97
POA6078,5.35
POA6081,4.97
POA6082,4.97
POA6083,4.949999999999999
POA6084,4.946666666666666
POA6090,4.97
POA6100,5.349999999999999
POA6101,5.35
POA6102,5.35
POA6103,5.35
POA6104,4.97
POA6105,4.97
POA6106,4.97
POA6107,5.033333333333332
POA6108,4.97
POA6109,4.97
POA6110,5.0649999999999995
POA6111,5.017499999999999
POA6112,5.073636363636363
POA6121,5.4
POA6122,5.254999999999999
POA6123,5.45
POA6124,5.45
POA6125,5.45
POA6126,5.45
POA6147,5.349999999999999
POA6148,5.35
POA6149,5.35
POA6150,5.349999999999999
POA6151,5.35
POA6152,5.35
POA6153,5.339999999999999
POA6154,5.349999999999999
POA6155,5.35
POA6156,5.3374999999999995
POA6157,5.35
POA6158,5.35
POA6159,5.35
POA6160,5.35
POA6161,5.45
POA6162,5.324999999999999
POA6163,5.3500000000000005
POA6164,5.345000000000001
POA6165,5.4
POA6166,5.35
POA6167,5.408333333333334
POA6168,5.45
POA6169,5.45
POA6170,5.45
POA6171,5.45
POA6172,5.45
POA6173,5.45
POA6174,5.45
POA6175,5.45
POA6176,5.45
POA6180,5.45
POA6181,5.45
POA6207,5.45
POA6208,5.450000000000002
POA6209,5.45
POA6210,5.450000000000002
POA6211,5.45
POA6213,5.450000000000001
POA6214,5.45
POA6215,5.45
POA6218,5.06
POA6220,4.998333333333332
POA6221,4.875
POA6223,5.06
POA6224,4.875
POA6225,4.6899999999999995
POA6226,5.06
POA6227,5.06
POA6228,5.06
POA6229,5.06
POA6230,5.0600000000000005
POA6231,5.06
POA6232,5.06
POA6233,5.06
POA6236,5.007142857142857
POA6237,5.06
POA6239,4.8581818181818175
POA6240,4.69
POA6243,4.69
POA6244,4.69
POA6251,4.9366666666666665
POA6252,4.69
POA6253,4.69
POA6254,4.69
POA6255,4.69
POA6256,4.69
POA6258,4.596111111111112
POA6260,4.56
POA6262,4.56
POA6271,5.06
POA6275,4.804
POA6280,5.026666666666668
POA6281,5.06
POA6282,5.029999999999999
POA6284,4.685
POA6285,4.56
POA6286,4.56
POA6288,4.551428571428571
POA6290,4.56
POA6302,4.933636363636366
POA6304,4.93
POA6306,4.93
POA6308,5.07
POA6311,4.69
POA6312,4.685555555555556
POA6313,4.69
POA6315,4.6899999999999995
POA6316,4.69
POA6317,4.6899999999999995
POA6318,4.69
POA6320,4.69
POA6321,4.69
POA6322,4.33
POA6323,4.33
POA6324,4.329999999999999
POA6326,4.33
POA6327,4.33
POA6328,4.326249999999999
POA6330,4.361276595744685
POA6332,4.33
POA6333,4.329999999999999
POA6335,4.69
POA6336,4.674
POA6338,4.618
POA6341,4.65
POA6343,4.65
POA6350,4.69
POA6351,4.65
POA6352,4.65
POA6353,4.64
POA6355,4.6499999999999995
POA6356,4.65
POA6357,4.65
POA6358,4.65
POA6359,4.65
POA6361,4.65
POA6363,4.65
POA6365,4.65
POA6367,4.65
POA6369,4.95
POA6370,4.65
POA6372,4.65
POA6373,4.65
POA6375,4.65
POA6383,4.927
POA6384,4.93
POA6390,4.966363636363637
POA6391,4.69
POA6392,4.680000000000001
POA6393,4.69
POA6394,4.69
POA6395,4.675000000000001
POA6396,4.33
POA6397,4.33
POA6398,4.33
POA6401,4.930000000000002
POA6403,4.93
POA6405,4.93
POA6407,4.93
POA6409,4.93
POA6410,4.93
POA6415,4.95
POA6420,4.95
POA6421,4.95
POA6422,4.95
POA6423,4.95
POA6424,4.95
POA6425,4.95
POA6426,4.950000000000001
POA6427,4.95
POA6429,5.481428571428571
POA6430,5.564615384615385
POA6431,5.556
POA6432,5.57
POA6433,5.57
POA6434,5.575
POA6436,5.43
POA6438,5.43
POA6443,4.89
POA6445,4.5
POA6446,4.5
POA6447,4.5
POA6448,4.5
POA6450,4.659090909090909
POA6460,4.93
POA6461,5.029999999999999
POA6462,4.93
POA6463,4.93
POA6465,5.13
POA6466,5.13
POA6467,5.13
POA6468,5.13
POA6470,5.13
POA6472,5.13
POA6475,5.13
POA6479,4.95
POA6484,4.95
POA6485,4.93
POA6490,4.95
POA6501,4.97
POA6502,4.93
POA6503,5.209999999999998
POA6504,4.93
POA6505,5.35
POA6506,5.35
POA6507,5.3500000000000005
POA6509,5.135
POA6510,5.234999999999999
POA6511,5.35
POA6512,5.13
POA6513,5.13
POA6515,5.13
POA6516,5.35
POA6521,5.35
POA6522,5.8100000000000005
POA6525,5.810000000000001
POA6528,5.81
POA6530,5.810000000000001
POA6531,5.81
POA6532,5.810000000000001
POA6535,5.8100000000000005
POA6556,4.97
POA6558,4.93
POA6560,4.93
POA6562,4.93
POA6564,4.93
POA6566,4.93
POA6567,4.93
POA6568,4.93
POA6569,4.93
POA6571,5.13
POA6572,5.13
POA6574,5.13
POA6575,5.13
POA6603,5.089999999999999
POA6605,5.13
POA6606,5.13
POA6608,5.13
POA6609,5.13
POA6612,5.13
POA6613,5.13
POA6614,5.13
POA6616,5.13
POA6623,5.13
POA6630,5.81
POA6632,5.81
POA6640,5.71
POA6642,5.71
POA6701,6.02375
POA6707,6.53
POA6710,6.53
POA6713,6.62
POA6714,6.566666666666667
POA6716,6.46
POA6718,6.46
POA6720,6.46
POA6721,6.450000000000001
POA6722,6.45
POA6725,5.990000000000001
POA6726,5.99
POA6728,5.96
POA6740,5.83
POA6743,5.83
POA6765,5.9
POA6770,6.1225000000000005
POA6798,5.8
POA6799,
POA6831,
POA6832,
POA6837,5.35
POA6838,5.35
POA6839,5.35
POA6840,5.35
POA6841,5.35
POA6842,5.35
POA6843,5.35
POA6844,5.35
POA6845,5.35
POA6846,5.35
POA6847,5.35
POA6848,5.35
POA6865,5.35
POA6872,5.35
POA6892,5.35
POA6901,5.3
POA6902,5.35
POA6903,5.35
POA6906,5.35
POA6907,5.35
POA6909,5.35
POA6910,5.35
POA6911,5.35
POA6912,5.35
POA6913,5.35
POA6914,5.35
POA6915,5.35
POA6916,5.35
POA6917,5.35
POA6918,5.35
POA6920,5.35
POA6921,5.35
POA6922,5.35
POA6923,5.35
POA6924,5.35
POA6926,4.97
POA6929,5.35
POA6931,5.35
POA6932,5.35
POA6933,4.97
POA6934,4.97
POA6935,4.97
POA6939,5.35
POA6941,
POA6943,4.97
POA6944,4.97
POA6946,5.35
POA6951,5.35
POA6952,5.35
POA6953,5.35
POA6954,5.35
POA6955,5.35
POA6956,5.35
POA6957,5.35
POA6959,5.35
POA6963,5.35
POA6964,5.35
POA6966,5.45
POA6968,5.45
POA6969,5.4
POA6979,5.35
POA6981,
POA6982,5.35
POA6984,4.97
POA6985,4.97
POA6987,4.97
POA6988,4.97
POA6989,4.97
POA6990,4.97
POA6991,4.97
POA6992,4.97
POA7000,3.5799999999999996
POA7001,3.58
POA7002,3.58
POA7004,3.58
POA7005,3.58
POA7006,3.58
POA7007,3.58
POA7008,3.58
POA7009,3.58
POA7010,3.5799999999999996
POA7011,3.58
POA7012,3.58
POA7015,3.58
POA7016,3.58
POA7017,3.688
POA7018,3.6137499999999996
POA7019,3.85
POA7020,3.85
POA7021,3.85
POA7022,3.58
POA7023,3.58
POA7024,3.85
POA7025,3.85
POA7026,3.85
POA7027,3.85
POA7030,3.651304347826086
POA7050,3.58
POA7051,3.58
POA7052,3.58
POA7053,3.58
POA7054,3.5799999999999987
POA7055,3.58
POA7109,3.6113043478260853
POA7112,3.6142857142857148
POA7113,3.58
POA7116,3.628
POA7117,3.66
POA7119,3.85
POA7120,3.847222222222223
POA7139,3.75
POA7140,3.595853658536586
POA7150,3.606666666666665
POA7151,3.8000000000000007
POA7155,3.58
POA7162,3.58
POA7163,3.66
POA7170,3.84
POA7171,3.85
POA7172,3.85
POA7173,3.85
POA7174,3.85
POA7175,3.85
POA7176,3.85
POA7177,3.85
POA7178,3.66
POA7179,3.66
POA7180,3.66
POA7182,3.66
POA7183,3.66
POA7184,3.66
POA7185,3.66
POA7186,3.66
POA7187,3.66
POA7190,3.8388888888888895
POA7209,3.8
POA7210,3.8
POA7211,3.7999999999999994
POA7212,3.8000000000000003
POA7213,3.7999999999999994
POA7214,3.8
POA7215,4.259999999999999
POA7216,4.37
POA7248,3.8
POA7249,3.8
POA7250,3.7999999999999994
POA7252,3.7399999999999998
POA7253,3.6
POA7254,3.8000000000000003
POA7255,4.37
POA7256,4.31
POA7258,3.7999999999999994
POA7259,3.8
POA7260,3.8000000000000003
POA7261,4.37
POA7262,4.18
POA7263,3.8
POA7264,4.37
POA7265,4.37
POA7267,3.8
POA7268,3.8
POA7270,3.6000000000000005
POA7275,3.745454545454545
POA7276,3.8
POA7277,3.8
POA7290,3.8
POA7291,3.8
POA7292,3.8
POA7300,3.7999999999999994
POA7301,3.8
POA7302,3.7999999999999994
POA7303,3.7999999999999994
POA7304,3.634782608695651
POA7305,3.6
POA7306,3.600000000000001
POA7307,3.6000000000000005
POA7310,3.600000000000001
POA7315,3.600000000000001
POA7316,4.236363636363635
POA7320,4.3
POA7321,4.231249999999999
POA7322,4.3
POA7325,4.299999999999999
POA7330,4.242222222222221
POA7331,4.3
POA7467,3.75
POA7468,3.75
POA7469,3.75
POA7470,3.75
POA800,5.77
POA8001,4.12
POA8002,4.12
POA8003,
POA8004,4.12
POA8005,
POA8007,
POA8008,
POA8009,4.12
POA8011,
POA8012,4.12
POA804,5.77
POA810,5.769999999999998
POA812,5.77
POA820,5.769999999999998
POA822,5.921666666666666
POA828,5.77
POA829,5.77
POA830,5.75
POA832,5.75
POA835,5.75
POA836,5.75
POA837,5.75
POA838,5.75
POA840,5.77
POA845,5.75
POA846,5.75
POA847,6.04
POA850,6.04
POA852,6.04
POA853,6.04
POA860,6.02
POA862,6.02
POA870,6.159999999999998
POA872,5.925000000000001
POA880,5.47
POA885,5.77
POA886,5.86
